Region,Country,Year,Sex,Primary enrollment (%),Secondary enrollment (%),Tertiary enrollment (%),No schooling (%),Primary schooling (%),Primary schooling complete (%),Secondary schooling (%),Secondary schooling complete (%),Tertiary schooling (%),Tertiary schooling complete (%),Total schooling (years),Total primary schooling (years),Total secondary schooling (years),Total tertiary schooling (years),Human capital,Human capital adjusted,Population (thousands),Life expectancy (years)
Latin America and the Caribbean,Argentina,2005,MF,100,74.800003052,64,0.865462542,38.992988586,31.820720673,49.722240448,30.529397964,10.419304848,2.611471176,9.572223663,6.688388348,2.623220444,0.260615408,2.604452133,5.458662510,24559,74.451
Latin America and the Caribbean,Argentina,2010,MF,100,81.218666077,75,0.691472352,36.252929688,30.488731384,51.538097382,32.905349731,11.517495155,2.307187796,9.705374718,6.620166302,2.808715343,0.276493490,2.639362574,5.521388054,26245,75.278
Latin America and the Caribbean,Barbados,1950,F,68.760002136,30.316074371,0.119459458,1.345524430,84.128143311,23.009334564,14.167467117,3.250911474,0.358860672,0.193544284,4.640835285,4.085704327,0.544082999,0.011048116,1.590555787,2.521309614,70,52.334
Latin America and the Caribbean,Barbados,1955,F,70.947219849,31.221078873,0.116610818,1.141340733,82.451591492,24.645154953,15.981371880,3.694593668,0.425696731,0.228503466,4.826231003,4.197326660,0.615820825,0.013084059,1.620319128,2.621071339,70,59.296
Latin America and the Caribbean,Barbados,1960,F,81.371429443,32.299999237,0.860000014,0.934246540,81.926071167,27.431402206,16.610918045,4.129623413,0.528767109,0.282074094,4.979264259,4.309105396,0.653942287,0.016216731,1.645306110,2.712777853,73,64.472
Latin America and the Caribbean,Barbados,1965,F,78.828575134,29.450000763,2.470000029,0.984234929,53.838947296,17.900552750,44.476787567,11.598206520,0.700028241,0.346630812,6.607978821,4.862794399,1.724251509,0.020933162,1.936336637,3.694338083,69,67.275
Latin America and the Caribbean,Barbados,1970,F,89,68.400001526,3.900000095,0.587142885,22.142856598,7.587779999,76.597137451,19.222623825,0.672857106,0.353873909,8.463618279,5.528119564,2.914964437,0.020534499,2.331150293,4.585070133,70,68.65
Latin America and the Caribbean,Barbados,1975,F,100,76,6.900000095,0.671110034,33.968246460,11.822004318,63.677207947,15.723153114,1.683434606,0.766142190,7.827354908,5.295346260,2.483016968,0.048991643,2.187447786,4.313175201,75,70.113
Latin America and the Caribbean,Barbados,1980,F,97,85,16.299999237,0.799674034,39.603641510,13.984918594,56.017227173,14.067271233,3.555408001,1.562417865,7.600230694,5.182014465,2.315859318,0.102356672,2.138325453,4.291225910,79,72.222
Latin America and the Caribbean,Barbados,1985,F,87.778083801,90,19,0.320228308,28.801259995,10.354501724,66.872978210,17.660659790,4.005537987,1.978006601,8.323395729,5.427383423,2.776341438,0.119670995,2.298690319,4.668011189,81,73.825
Latin America and the Caribbean,Barbados,1990,F,90,74,20.899999619,0.448450297,21.210639954,7.958395481,74.612533569,20.698446274,3.728375435,2.001865387,8.773162842,5.575525284,3.083031893,0.114604734,2.404438257,4.891456604,83,74.704
Latin America and the Caribbean,Barbados,1995,F,90,77.699996948,33.900001526,0.495188922,14.844450951,5.933843613,81.836151123,23.531190872,2.824213266,1.600882411,9.121945381,5.702970505,3.330473185,0.088501960,2.489780426,5.041430950,88,75.852
Latin America and the Caribbean,Barbados,2000,F,94,100,61,0.016339703,9.669103622,4.046476841,88.986907959,25.225769043,1.228409410,0.726309597,9.363564491,5.824386120,3.500084639,0.039094437,2.550670862,5.090398788,93,77.162
Latin America and the Caribbean,Barbados,2005,F,95,100,81,0.029617976,7.804825783,3.304972649,87.832435608,24.535320282,4.333116531,1.804730177,9.617003441,5.863227367,3.631019831,0.122756958,2.616141081,5.283914089,97,77.915
Latin America and the Caribbean,Barbados,2010,F,97,100,93,0.035509326,6.290063858,2.747761726,85.225685120,23.520685196,8.448747635,3.860364199,9.882880211,5.891600132,3.745097637,0.246182248,2.686630964,5.487783909,101,78.364
Latin America and the Caribbean,Barbados,1950,M,68.760002136,36.478145599,0.359428585,3.469559908,81.406967163,24.828966141,13.884351730,3.175345659,1.239113212,0.790028274,4.721206188,4.094486237,0.586137712,0.040582828,1.603390813,2.669905901,59,52.334
Latin America and the Caribbean,Barbados,1955,M,66.929252625,39.613853455,0.357397199,2.673048496,81.964569092,28.030477524,13.947624207,3.378335238,1.414750218,0.918089688,4.872914791,4.221594334,0.604663789,0.046656873,1.627901077,2.744785547,61,59.296
Latin America and the Caribbean,Barbados,1960,M,99.989997864,42.263412476,0.726326287,2.155357122,78.886764526,30.122137070,17.300733566,4.030107021,1.657142878,1.074941635,5.201735497,4.407739639,0.739353776,0.054641731,1.682319641,2.910430193,56,64.472
Latin America and the Caribbean,Barbados,1965,M,99.989997864,70.276458740,3.358410597,1.204907417,48.314090729,18.129932404,48.624282837,11.503251076,1.856716275,1.123350382,6.997011185,5.022181034,1.915228963,0.059601340,2.013150930,3.893193722,58,67.275
Latin America and the Caribbean,Barbados,1970,M,92.975097656,62.418380737,3.900000095,0.576666653,18.434999466,7.340080261,79.314994812,18.686101913,1.673333406,1.089143515,8.728235245,5.632552147,3.040432930,0.055249404,2.393659830,4.708214760,60,68.65
Latin America and the Caribbean,Barbados,1975,M,99.989997864,70.108917236,13.323970795,0.664215326,32.065013885,12.402284622,63.055915833,15.121722221,4.214856625,2.109331608,8.094969749,5.370265484,2.598220587,0.126483649,2.246777534,4.523365498,68,70.113
Latin America and the Caribbean,Barbados,1980,M,95.015777588,86.989936829,14.698399544,2.163946867,35.209434509,13.679807663,56.915294647,13.094219208,5.792757511,2.989878654,7.852663517,5.229160309,2.447850943,0.175652876,2.192991018,4.472939014,70,72.222
Latin America and the Caribbean,Barbados,1985,M,99.989997864,88.017021179,19.795974731,1.115587115,25.011650085,9.630286217,67.964233398,16.342845917,5.908531189,3.149758339,8.536514282,5.471624374,2.883724213,0.181165755,2.348205566,4.797004223,72,73.825
Latin America and the Caribbean,Barbados,1990,M,99.989997864,85.890830994,14.357828140,1.143453956,19.013259888,7.422840118,75.632514954,18.715476990,4.210774899,2.480376720,8.800589561,5.583680153,3.083086252,0.133823007,2.411041737,4.872882843,81,74.704
Latin America and the Caribbean,Barbados,1995,M,99.989997864,89.971778870,22.560590744,0.610723794,14.991962433,6.619725704,81.588821411,20.266988754,2.808494091,1.656604171,9.025675774,5.712189674,3.224184036,0.089301974,2.465926409,4.917192936,85,75.852
Latin America and the Caribbean,Barbados,2000,M,94,99.989997864,22.677555084,0.013183071,12.487441063,5.907987595,86.337608337,20.728792191,1.015987515,0.568985105,9.097729683,5.793077946,3.272951126,0.031699583,2.483758688,4.851117134,91,77.162
Latin America and the Caribbean,Barbados,2005,M,87.389434814,99.989997864,35.085056305,0.056874074,10.262221336,4.876132011,88.594726563,20.335254669,1.086176276,0.623356581,9.202265739,5.835005283,3.333069801,0.034190487,2.509859085,4.876136780,94,77.915
Latin America and the Caribbean,Barbados,2010,M,95.043197632,99.989997864,39.450523376,0.464625537,8.725444794,4.232060432,89.119743347,19.618576050,1.690183401,0.770977616,9.237406731,5.837321281,3.350862265,0.049223356,2.518694401,4.881562233,97,78.364
Latin America and the Caribbean,Barbados,1950,MF,68.760002136,33.359073639,0.236111119,2.316982508,82.883575439,23.846395493,14.037981033,3.222571135,0.761456788,0.446347207,4.677525520,4.089865685,0.563503921,0.024156049,1.596402287,2.591457129,129,52.334
Latin America and the Caribbean,Barbados,1955,MF,68.960075378,35.176403046,0.229466245,1.854578733,82.224807739,26.257537842,15.034359932,3.560049295,0.886248350,0.522453129,4.848887920,4.209706783,0.611007154,0.028173963,1.623994350,2.680942535,131,59.296
Latin America and the Caribbean,Barbados,1960,MF,96.352943420,36.974025726,0.800000012,1.464341044,80.606681824,28.612966537,16.910373688,4.090528488,1.018604636,0.596944153,5.075782299,4.352327824,0.691143274,0.032311026,1.661263108,2.800377369,129,64.472
Latin America and the Caribbean,Barbados,1965,MF,98.137252808,49.298702240,2.900000095,1.085014582,51.315784454,18.008546829,46.370922089,11.559528351,1.228279591,0.673342705,6.785324574,4.935681820,1.811610222,0.038032353,1.970983148,3.785197735,127,67.275
Latin America and the Caribbean,Barbados,1970,MF,91,65.415580750,3.900000095,0.582307756,20.431539536,7.503208637,77.851539612,18.983383179,1.134615421,0.663744032,8.586303711,5.577211857,2.973124504,0.035966985,2.359926224,4.641884327,130,68.65
Latin America and the Caribbean,Barbados,1975,MF,100,73,10,0.667831421,33.063213348,12.107099533,63.381767273,15.433803558,2.887187719,1.366676092,7.954022408,5.331246853,2.537698269,0.085077114,2.215332031,4.413827896,143,70.113
Latin America and the Caribbean,Barbados,1980,MF,96,86,15.5,1.440607667,37.539249420,13.852806091,56.439140320,13.600841522,4.606511593,2.207843304,7.718378067,5.204500675,2.377590179,0.136287197,2.163739204,4.376440525,149,72.222
Latin America and the Caribbean,Barbados,1985,MF,94.756156921,89,19.399999619,0.694514811,27.017913818,10.009623528,67.386505127,17.029710770,4.901064396,2.503215313,8.422717094,5.448080540,2.826550484,0.148085460,2.321635008,4.727838993,153,73.825
Latin America and the Caribbean,Barbados,1990,MF,96,80,17.600000381,0.791714251,20.125349045,7.681773663,75.116302490,19.709732056,3.966633558,2.222978830,8.785761833,5.579189777,3.082779169,0.123792231,2.407469511,4.881962299,164,74.704
Latin America and the Caribbean,Barbados,1995,MF,96,84,28.100000381,0.551954567,14.916927338,6.256793022,81.714630127,21.907733917,2.816489935,1.620072722,9.073470116,5.707078457,3.277660131,0.088731185,2.477740288,4.981637955,173,75.852
Latin America and the Caribbean,Barbados,2000,MF,94,100,41,0.014778541,11.062954903,4.936422825,87.676651001,22.966964722,1.123352885,0.648468971,9.230127335,5.807981491,3.386709452,0.035436362,2.516861677,4.975011826,184,77.162
Latin America and the Caribbean,Barbados,2005,MF,91,100,57,0.043031972,9.014225006,4.051314354,88.207595825,22.475599289,2.735146046,1.200148225,9.411841393,5.848530769,3.484604359,0.078705825,2.563014507,5.096337795,191,77.915
Latin America and the Caribbean,Barbados,2010,MF,96,100,65,0.245732918,7.483154774,3.448871374,87.133377075,21.673797607,5.137733936,2.272576571,9.566295624,5.864227772,3.553861618,0.148206368,2.602908850,5.219548702,198,78.364
Latin America and the Caribbean,Belize,1950,F,69.714286804,0,0,12.542755127,70.441047668,48.204895020,8.395439148,0.760444283,8.629583359,3.747084379,7.241724491,6.107839584,0.886351764,0.247533292,2.063023090,4.281928062,20,54.806
Latin America and the Caribbean,Belize,1955,F,73.5,0,0,11.348985672,71.341133118,49.748603821,8.274668694,0.830553770,9.035214424,3.982192516,7.402655602,6.228379726,0.913927197,0.260348231,2.096492290,4.370984077,21,57.289
Latin America and the Caribbean,Belize,1960,F,77.285713196,0,0,9.642570496,71.535293579,51.389461517,8.699554443,1.293939829,10.122584343,4.573036671,7.737998962,6.422761440,1.021325111,0.293912530,2.167988777,4.600378513,24,59.981
Latin America and the Caribbean,Belize,1965,F,81.071426392,3.705682755,0,9.347694397,74.414825439,64.350875854,10.640210152,1.685369611,5.597274780,2.617149591,7.792345524,6.849627018,0.778430283,0.164288417,2.179803133,4.152250767,27,62.823
Latin America and the Caribbean,Belize,1970,F,84.857139587,8.904968262,0,8.106451988,76.583877563,72.031730652,14.661290169,2.908598185,0.616129041,0.333583474,7.785123348,7.166817665,0.599311650,0.018994253,2.178229332,3.463094950,31,65.566
Latin America and the Caribbean,Belize,1975,F,88.642860413,15.703880310,0,7.981264114,73.992332458,71.498268127,17.162570953,3.592694283,0.863829911,0.446170568,8.006989479,7.261736393,0.719052970,0.026200008,2.227097034,3.674500704,33,67.751
Latin America and the Caribbean,Belize,1980,F,92.428573608,23.995252609,0,6.299999714,71.117645264,55.159156799,21.588235855,5.210063457,1,0.557598650,7.815332890,6.858130932,0.926049650,0.031151919,2.184819698,3.859830379,34,69.577
Latin America and the Caribbean,Belize,1985,F,96.214286804,33.415958405,0,8.400383949,65.646949768,51.672504425,22.153293610,5.703698158,3.799373865,1.941382766,8.042509079,6.768991470,1.158702850,0.114815079,2.235021591,4.366335869,39,71.11
Latin America and the Caribbean,Belize,1990,F,100,43.389507294,0,8.409767151,60.481258392,60.149986267,24.726882935,7.568538666,6.338612556,3.368599176,8.992884636,7.310489655,1.488250852,0.194144204,2.457853556,5.047284126,46,71.242
Latin America and the Caribbean,Belize,1995,F,98.695632935,41.993358612,0,4.747095108,52.805583954,52.349613190,36.115467072,11.951959610,6.331851959,3.464814425,9.639043808,7.601993084,1.841117024,0.195933461,2.621913433,5.380151749,55,69.439
Latin America and the Caribbean,Belize,2000,F,100,64.622673035,19,2.451199293,41.080680847,40.805446625,50.281734467,18.461669922,6.186387539,3.470244646,10.201567650,7.794158459,2.214275599,0.193132594,2.773629427,5.757318497,67,68.847
Latin America and the Caribbean,Belize,2005,F,100,74.533271790,20,1.133952975,26.753797531,26.580650330,66.036590576,26.548013687,6.075658798,3.388294697,10.793106079,7.903042316,2.700783968,0.189279005,2.942650318,6.134624004,78,69.998
Latin America and the Caribbean,Belize,2010,F,100,76.918930054,28,0.090047009,13.184646606,13.094598770,80.200454712,34.621826172,6.524846077,3.452217102,11.332351685,7.637893200,3.494916677,0.199541509,3.105687618,6.412443161,91,72.057
Latin America and the Caribbean,Belize,1950,M,99.989997864,0.010000000,0.010000000,12.844709396,69.404708862,46.647418976,8.047836304,0.775166273,9.724881172,5.445469379,7.320492744,6.063902378,0.953183353,0.303407013,2.079337358,4.447430134,20,54.806
Latin America and the Caribbean,Belize,1955,M,99.989997864,0.010000000,0.010000000,11.435152054,70.306907654,48.359916687,8.025883675,0.887859821,10.232057571,5.869023800,7.521864414,6.207308292,0.992534935,0.322021633,2.121633768,4.559891224,21,57.289
Latin America and the Caribbean,Belize,1960,M,99.989997864,0.010000000,0.010000000,9.857897758,70.088935852,50.028675079,8.909358978,1.356488228,11.143807411,6.146938801,7.856379986,6.408957958,1.101606965,0.345814943,2.193806171,4.759798050,24,59.981
Latin America and the Caribbean,Belize,1965,M,99.989997864,2.933335304,0.010000000,9.035582542,72.458900452,63.140243530,11.313701630,1.878781915,7.191821575,4.037486553,8.046982765,6.904407501,0.917989790,0.224586233,2.236021757,4.455244541,24,62.823
Latin America and the Caribbean,Belize,1970,M,99.989997864,7.136705875,0.010000000,7.778571606,75.724998474,71.243026733,14.907142639,3.072148561,1.660714269,1.109529376,7.945904732,7.204149723,0.686350226,0.055405013,2.213534355,3.748794556,28,65.566
Latin America and the Caribbean,Belize,1975,M,99.989997864,12.778686523,0.010000000,7.307157516,72.893447876,70.643310547,17.607143402,3.707784414,2.192248106,1.285039663,8.224950790,7.325421810,0.829983056,0.069545887,2.276171923,3.988844633,32,67.751
Latin America and the Caribbean,Belize,1980,M,99.989997864,19.890193939,0.010000000,6.702702522,71.891891479,58.910083771,19.183782578,4.706993103,2.275675535,1.416152120,7.945762634,6.948835373,0.923090577,0.073836572,2.213502884,4.041876793,37,69.577
Latin America and the Caribbean,Belize,1985,M,99.989997864,28.253843307,0.010000000,8.865882874,66.360023499,55.766830444,19.950752258,4.996398449,4.823344231,2.659552574,8.152671814,6.867001534,1.136012554,0.149657741,2.259779453,4.464850426,45,71.11
Latin America and the Caribbean,Belize,1990,M,99.989997864,37.568248749,0.010000000,8.724364281,61.323379517,60.956748962,22.755039215,6.714978695,7.197221279,4.011732101,8.961762428,7.284302235,1.453899384,0.223560825,2.450216055,5.071333408,50,71.242
Latin America and the Caribbean,Belize,1995,M,99.297378540,35.668201447,0.010000000,5.145754814,54.185401917,53.823345184,33.644577026,10.979726791,7.024272442,4.001889706,9.603730202,7.573857784,1.809349418,0.220523268,2.612670898,5.381445408,60,69.439
Latin America and the Caribbean,Belize,2000,M,99.989997864,60.461605072,11.024401665,2.699465275,42.082218170,41.774894714,48.598682404,17.024684906,6.619633198,3.842267752,10.169508934,7.771749973,2.188520670,0.209238186,2.764751911,5.731187344,68,68.847
Latin America and the Caribbean,Belize,2005,M,99.989997864,72.896125793,12.065189362,1.128025770,26.827457428,26.640523911,66.116752625,24.840171814,5.927767277,3.433142185,10.744649887,7.902281284,2.655149937,0.187218338,2.928425789,6.063107491,80,69.998
Latin America and the Caribbean,Belize,2010,M,99.989997864,75.792808533,18.082523346,0.090340182,13.037809372,12.947085381,81.156806946,32.712760925,5.715047836,3.192463160,11.236025810,7.645346165,3.412529945,0.178150341,3.075915575,6.320592403,93,72.057
Latin America and the Caribbean,Belize,1950,MF,100,0,0,12.693732262,69.922882080,47.423225403,8.221637726,0.765606403,9.177232742,4.561098576,7.280200005,6.085753441,0.919679642,0.274766624,2.070976019,4.364891529,40,54.806
Latin America and the Caribbean,Belize,1955,MF,100,0,0,11.392068863,70.824020386,49.050491333,8.150276184,0.856219709,9.633635521,4.879508018,7.461067677,6.217693329,0.953111529,0.290262938,2.108774185,4.465463638,42,57.289
Latin America and the Caribbean,Belize,1960,MF,100,0,0,9.750234604,70.812110901,50.706802368,8.804456711,1.322535396,10.633195877,5.322520256,7.796241760,6.415769100,1.061358809,0.319114357,2.180652618,4.679790497,48,59.981
Latin America and the Caribbean,Belize,1965,MF,100,3.320534468,0,9.200819016,73.494384766,63.781482697,10.957147598,1.773765922,6.347649574,3.249183178,7.911355495,6.875418186,0.844000518,0.191936612,2.205899954,4.297137260,51,62.823
Latin America and the Caribbean,Belize,1970,MF,100,8.015222549,0,7.950847626,76.176269531,71.653701782,14.777966499,2.983147383,1.111864328,0.670098364,7.860520363,7.184385300,0.640495360,0.035639446,2.194714546,3.602232456,59,65.566
Latin America and the Caribbean,Belize,1975,MF,100,14.225331306,0,7.649396420,73.451347351,71.074645996,17.381437302,3.646874905,1.517820358,0.835276127,8.113608360,7.292980671,0.773565590,0.047061980,2.250969172,3.833506584,65,67.751
Latin America and the Caribbean,Belize,1980,MF,100,21.916440964,0,6.509859562,71.521125793,57.092376709,20.335212708,4.942395210,1.664788723,0.992205441,7.881967545,6.904540062,0.924287379,0.053139806,2.199426651,3.955035210,71,69.577
Latin America and the Caribbean,Belize,1985,MF,100,30.822505951,0,8.649758339,66.028953552,53.837535858,20.973361969,5.320964813,4.347929478,2.317356586,8.100062370,6.820362568,1.146394491,0.133305758,2.247921944,4.418412209,84,71.11
Latin America and the Caribbean,Belize,1990,MF,100,40.456893921,0,8.571078300,60.883930206,60.532287598,23.674057007,7.110945225,6.783432484,3.692063093,8.972257614,7.293247700,1.469499946,0.209509835,2.452789068,5.055655479,96,71.242
Latin America and the Caribbean,Belize,1995,MF,99,38.806434631,0,4.955091476,53.525489807,53.116596222,34.826305389,11.439591408,6.693114758,3.738891363,9.620323181,7.587237358,1.824445486,0.208640128,2.617009640,5.380375862,115,69.439
Latin America and the Caribbean,Belize,2000,MF,100,62.524291992,15,2.576251984,41.585159302,41.310928345,49.433979034,17.733579636,6.404614925,3.649644136,10.185250282,7.782930851,2.201234102,0.201085269,2.769107342,5.744209766,135,68.847
Latin America and the Caribbean,Belize,2005,MF,100,73.706932068,16,1.130951762,26.791093826,26.620565414,66.077178955,25.686847687,6.000777245,3.400471449,10.768496513,7.902702808,2.677769423,0.188024834,2.935417414,6.099027634,158,69.998
Latin America and the Caribbean,Belize,2010,MF,100,76.349800110,23,0.090195186,13.110429764,13.020234108,80.683830261,33.668243408,6.115546227,3.304924011,11.283596039,7.641669750,3.453516006,0.188409373,3.090582609,6.367162704,184,72.057
Latin America and the Caribbean,Bolivia,1900,F,10.453169823,0,0.047070257,97.094245911,2.905755281,0.785773814,0.028631296,0.002409634,0.032876454,0.012717946,0.118252039,0.114436336,0.002903815,0.000911892,1.011895418,1.094778657,477.794464111,26
Latin America and the Caribbean,Bolivia,1910,F,16.557128906,0,0.070703343,94.225234985,5.738972187,1.613948941,0.046909180,0.004414767,0.048009716,0.016947525,0.232002214,0.226282761,0.004420301,0.001299146,1.023471475,1.126745105,515.814697266,28
Latin America and the Caribbean,Bolivia,1920,F,22.661087036,0,0.106171250,89.958732605,8.762820244,2.521365881,1.169468760,0.196439371,0.153581783,0.041433085,0.472001135,0.417908639,0.050192155,0.003900316,1.048331738,1.302010775,597.792358398,31
Latin America and the Caribbean,Bolivia,1925,F,25.713066101,0,0.130083412,87.857040405,9.747977257,2.852091789,2.206260204,0.390087008,0.227753744,0.083169878,0.621817052,0.524042904,0.091555640,0.006218489,1.064155698,1.404278994,632.286865234,33
Latin America and the Caribbean,Bolivia,1930,F,28.765047073,0,0.270608455,85.944030762,10.717451096,3.197012901,3.083190203,0.633603692,0.299308211,0.121222682,0.758256733,0.620383799,0.129462302,0.008410618,1.078774452,1.498349786,668.616271973,33
Latin America and the Caribbean,Bolivia,1940,F,34.869007111,0,0.585452735,79.739570618,8.530422211,2.588296175,11.208022118,3.517761946,0.565761328,0.238568887,1.531794310,1.039988518,0.475719184,0.016086597,1.165534139,2.050883532,747.852905273,36
Latin America and the Caribbean,Bolivia,1950,F,40.972965240,4.262778759,1.050012827,74.353988647,11.549502373,3.826358795,13.121854782,4.656719685,0.974652708,0.452514529,1.927445889,1.307066202,0.591836333,0.028543372,1.212573051,2.268612862,752,39.125
Latin America and the Caribbean,Bolivia,1955,F,44.024944305,5.375670910,1.312689304,70.445327759,13.925573349,4.434133530,14.326247215,5.043345451,1.302846909,0.592244089,2.185697317,1.488536835,0.659258544,0.037901860,1.244295835,2.382295609,831,40.303
Latin America and the Caribbean,Bolivia,1960,F,47.076923370,4.516129017,1.639999986,66.923133850,16.123430252,4.651166916,15.362298012,5.455782413,1.591138721,0.766269147,2.407602787,1.640444160,0.720010698,0.047148135,1.272215962,2.484033823,916,41.82
Latin America and the Caribbean,Bolivia,1965,F,58.153846741,6.322580338,2.460000038,60.538417816,20.036355972,5.466000557,17.189592361,6.426911354,2.235633612,0.993454218,2.837799072,1.930584311,0.842633128,0.064581826,1.328140616,2.687694073,1022,43.568
Latin America and the Caribbean,Bolivia,1970,F,57.230770111,9.032258034,5.079999924,54.553073883,23.896234512,6.000230312,18.717098236,7.113722801,2.833597422,1.257017612,3.216688395,2.189935446,0.944940448,0.081812367,1.379427910,2.853052855,1150,45.568
Latin America and the Caribbean,Bolivia,1975,F,71.076919556,11.741934776,6.510000229,47.243854523,27.669816971,6.662148952,21.536943436,10,3.604685307,1.522647858,3.803392649,2.538456678,1.162389398,0.102546655,1.462780833,3.164492369,1302,47.828
Latin America and the Caribbean,Bolivia,1980,F,72,14,7.5,38.856723785,29.476991653,7.410562992,26.502422333,13.011317253,5.163862705,2.140962362,4.784826756,3.271947384,1.366782546,0.146096483,1.613624096,3.589959383,1475,50.349
Latin America and the Caribbean,Bolivia,1985,F,75,24,13,30.303520203,30.705528259,7.684378624,32.200256348,16.820804596,6.790699482,2.828602314,5.793282032,4.024171829,1.576724410,0.192385972,1.784839034,4.028373241,1659,53.115
Latin America and the Caribbean,Bolivia,1990,F,78,25,18.037500381,22.952175140,30.048372269,7.520042896,38.693485260,22.498159409,8.305966377,3.554290295,6.805245876,4.715216160,1.852824450,0.237205133,1.974913478,4.467123985,1878,56.099
Latin America and the Caribbean,Bolivia,1995,F,78,26.25,24,17.783782959,36.141963959,12.766567230,35.712608337,23.201784134,10.361642838,4.254894257,7.321922779,5.204588413,1.825003862,0.292330742,2.079634666,4.656960964,2107,59.276
Latin America and the Caribbean,Bolivia,2000,F,100,73.353065491,29,13.391076088,35.704559326,12.273580551,38.463550568,30.000644684,12.252054214,5.103347301,8.013656616,5.632574558,2.033973217,0.347107857,2.228582382,4.912949085,2366,62.452
Latin America and the Caribbean,Bolivia,2005,F,100,77.819534302,34,12.700262070,34.889465332,7.498545647,35.163433075,24.748306274,17.246837616,6.826958179,8.143037796,5.655356407,2.006206512,0.481475621,2.257603407,5.013534546,2662,65.312
Latin America and the Caribbean,Bolivia,2010,F,92.043182373,74.526954651,39.267219543,11.148698807,35.502044678,6.776668549,32.524761200,16.764524460,20.824495316,8.791714668,8.041023254,5.491237640,1.957462072,0.592324138,2.234689474,5.075763226,3002,68.007
Latin America and the Caribbean,Bolivia,1900,M,14.378948212,1.192540646,0.354316860,92.618400574,6.536169529,1.611882329,0.725279272,0.224151149,0.275726855,0.112290576,0.357288778,0.304501891,0.045026522,0.007760357,1.036374807,1.338980198,481.266693115,26
Latin America and the Caribbean,Bolivia,1910,M,26.634756088,1.664839506,0.412328660,89.612091064,9.095144272,2.383183956,0.972235978,0.340948761,0.399945199,0.185550958,0.501782894,0.426680744,0.063392259,0.011709923,1.051458597,1.424383283,517.689880371,28
Latin America and the Caribbean,Bolivia,1920,M,22.037963867,1.470825791,0.333974928,82.808692932,13.919290543,3.916385412,2.612457514,0.968975484,0.691189229,0.271007717,0.901447296,0.733289063,0.148914337,0.019243898,1.094332695,1.656468749,597.780151367,31
Latin America and the Caribbean,Bolivia,1925,M,19.752969742,1.368002772,0.288646609,80.467407227,14.748981476,4.267594814,3.853504181,1.472993970,0.942475796,0.422326088,1.101895571,0.858256102,0.216343492,0.027296029,1.116489649,1.800806046,631.112487793,33
Latin America and the Caribbean,Bolivia,1930,M,17.946893692,1.729099631,0.600462496,78.595123291,15.260886192,4.558131695,4.932056904,1.921970248,1.190894008,0.558525562,1.274010539,0.961947620,0.277074456,0.034988403,1.135872483,1.918409348,666.142028809,33
Latin America and the Caribbean,Bolivia,1940,M,28.176361084,1.941883802,0.664605558,67.411193848,17.646356583,5.566135883,13.055789948,4.909907818,1.924062848,0.920935273,2.306480646,1.595166087,0.654414713,0.056899987,1.259415984,2.454003572,742.315002441,36
Latin America and the Caribbean,Bolivia,1950,M,35.245086670,5.459286213,1.284529924,57.594810486,22.455295563,4.081884861,17.181053162,5.964987755,2.768839598,1.430625677,2.937609673,1.993108869,0.860511601,0.083989352,1.341463208,2.729406357,743,39.125
Latin America and the Caribbean,Bolivia,1955,M,62.516559601,7.751018047,2.875909090,50.204860687,27.041730881,4.918382168,19.389371872,6.668526649,3.364042282,1.742990375,3.409728289,2.324008226,0.983579457,0.102140635,1.406315088,2.917331457,814,40.303
Latin America and the Caribbean,Bolivia,1960,M,62.879112244,11.731753349,5.568429470,42.701679230,32.119709015,6.627881050,21.292089462,7.299256802,3.886525869,2.076326370,3.883333683,2.673144579,1.090931892,0.119257078,1.474521279,3.093264103,891,41.82
Latin America and the Caribbean,Bolivia,1965,M,67.265739441,18.098482132,6.757773399,34.107944489,36.002155304,7.799034119,25.032270432,8.687512398,4.857630253,2.414989471,4.555933475,3.107429743,1.303051233,0.145452291,1.577108860,3.375442028,995,43.568
Latin America and the Caribbean,Bolivia,1970,M,73.367477417,23.588077545,14.400725365,28.577070236,37.548336029,8.881190300,28.116077423,9.781147957,5.758515358,2.847941399,5.079918385,3.425361395,1.482427597,0.172129124,1.661950350,3.602033615,1109,45.568
Latin America and the Caribbean,Bolivia,1975,M,74.935676575,30.448101044,16.020971298,22.481912613,37.593570709,9.109019279,33.368003845,14.608221054,6.525401592,3.206247807,5.820126057,3.794682026,1.830810905,0.194632918,1.789636612,3.977449894,1244,47.828
Latin America and the Caribbean,Bolivia,1980,M,82.007858276,18.033948898,17.844406128,17.081148148,36.269847870,9.544614792,38.268993378,18.047973633,8.380007744,3.940952539,6.772983074,4.496755123,2.029808760,0.246419221,1.968552113,4.387754917,1412,50.349
Latin America and the Caribbean,Bolivia,1985,M,82.970207214,28.022392273,19.064636230,12.877788544,32.908981323,8.871029854,44.183502197,22.529359818,10.029727936,4.788083076,7.638857841,5.121338844,2.221162796,0.296356231,2.146601200,4.777166367,1593,53.115
Latin America and the Caribbean,Bolivia,1990,M,83.941902161,29.007291794,26.425167084,9.399103165,28.985216141,8.062481880,50.300643921,29.043775558,11.315034866,5.592097282,8.475583076,5.679470062,2.457969904,0.338142663,2.333941221,5.125081062,1811,56.099
