Region,Country,Year,Sex,Primary enrollment (%),Secondary enrollment (%),Tertiary enrollment (%),No schooling (%),Primary schooling (%),Primary schooling complete (%),Secondary schooling (%),Secondary schooling complete (%),Tertiary schooling (%),Tertiary schooling complete (%),Total schooling (years),Total primary schooling (years),Total secondary schooling (years),Total tertiary schooling (years),Human capital,Human capital adjusted,Population (thousands),Life expectancy (years),SuicideRate (%)
Advanced Economies,Germany,2010,M,99.989997864,99.382095337,55.076389313,1.598476768,4.506821632,4.037196159,69.056037903,55.003013611,24.838665009,16.982711792,12.724410057,3.926668406,7.961313725,0.836427629,3.569555283,6.203950405,27671,80.124,9.994124216
Advanced Economies,Germany,1990,MF,89,85,33.900001526,5.170363903,42.116039276,31.959793091,39.294071198,28.793584824,13.419522285,8.145672798,8.955507278,4.911861420,3.612342119,0.431303859,2.448683977,5.292138577,54776,75.488,13.682739605
Advanced Economies,Germany,1995,MF,100,99.910003662,44.400001526,4.996193409,29.850515366,23.605348587,48.298694611,36.752700806,16.854597092,10.540131569,9.929249763,4.674063683,4.707291126,0.547894537,2.699117899,5.639033794,55761,76.623,13.513258494
Advanced Economies,Germany,2000,MF,100,93.075454712,48.600002289,3.973383188,23.198802948,19.212467194,53.898151398,42.603439331,18.929561615,12.361787796,10.594284058,4.462596416,5.505859852,0.625826955,2.884721518,5.812638760,56007,77.982,12.164791681
Advanced Economies,Germany,2005,MF,100,96.069656372,52.799999237,3.503148794,6.082550049,5.278403759,70.974205017,53.402050018,19.420856476,12.805389404,11.977929115,4.191276550,7.142127991,0.644524753,3.312797308,6.161710739,55339,79.222,10.618935619
Advanced Economies,Germany,2010,MF,100,99.683563232,57,1.712864757,4.490143776,3.965409040,71.375862122,56.008518219,22.421125412,14.823372841,12.581034660,3.920990705,7.915154934,0.744889975,3.518741846,6.205994606,54741,80.124,9.994124216
Advanced Economies,Greece,1990,F,94,88,25.399999619,5.577898979,42.629497528,35.136348724,39.420459747,36.548233032,12.372140884,11.849991798,8.946364403,5.440531254,3.021389484,0.484442860,2.446446180,5.203897476,3425,76.552,3.490638639
Advanced Economies,Greece,1995,F,94,92.160003662,42.299999237,6.994941711,33.614322662,29.643272400,44.613265991,32.398178101,14.777471542,14.147885323,9.236671448,5.461172104,3.196991682,0.578507185,2.518509150,5.402205944,3625,77.777,3.261537396
Advanced Economies,Greece,2000,F,96,89.089912415,53,5.712059975,28.180660248,26.071634293,51.121490479,36.623302460,14.985789299,14.299275398,9.711198807,5.594005585,3.531491280,0.585701406,2.640900373,5.545444489,3722,78.587,3.014934139
Advanced Economies,Greece,2005,F,100,99.741966248,97,0.846069574,26.582485199,25.597505569,46.813449860,33.653423309,25.757995605,24.650426865,10.887340546,5.919686794,3.959486008,1.008168459,2.970511198,5.976999283,3719,79.563,3.057778532
Advanced Economies,Greece,2010,F,100,100,97.940361023,0.726035118,21.651138306,20.957635880,46.863822937,33.368804932,30.742496490,29.475196838,11.390524864,5.934642315,4.251528740,1.204353809,3.123807192,6.115910530,3749,80.542,3.357505658
Advanced Economies,Greece,1990,M,92.054618835,86.043914795,24.214494705,2.641609907,37.752456665,32.514797211,44.122722626,39.959838867,15.483203888,14.309999466,9.731706619,5.684373856,3.451469421,0.595863998,2.646321774,5.443861485,3391,76.552,3.490638639
Advanced Economies,Greece,1995,M,94,92.160003662,42.688804626,3.900655746,30.093301773,27.285778046,48.832054138,33.635437012,17.173988342,15.852495193,9.846728325,5.681735039,3.504463911,0.660529613,2.676935911,5.626262665,3623,77.777,3.261537396
Advanced Economies,Greece,2000,M,96,81.309196472,49.156024933,3.444951296,26.044036865,24.521642685,54.029727936,36.311660767,16.481283188,15.105323792,10.078481674,5.747631073,3.699118853,0.631732225,2.739699364,5.692473412,3741,78.587,3.014934139
Advanced Economies,Greece,2005,M,99.989997864,97.172592163,83.550636292,0.515232146,22.531188965,21.844738007,51.996364594,34.803962708,24.957214355,22.951389313,11.008107185,5.948493004,4.101442814,0.958171964,3.006602526,6.025198936,3788,79.563,3.057778532
Advanced Economies,Greece,2010,M,99.989997864,99.989997864,86.956039429,0.749692440,19.485004425,18.941162109,51.333423615,35.052154541,28.412406921,26.191909790,11.325933456,5.937535286,4.296311855,1.092086315,3.103694916,6.097158432,3844,80.542,3.357505658
Advanced Economies,Greece,1990,MF,93,87,24.799999237,4.117077827,40.203144073,33.864036560,41.759864807,38.268863678,13.919912338,13.089617729,9.339049339,5.562801838,3.236056805,0.540190697,2.544425726,5.327765465,6816,76.552,3.490638639
Advanced Economies,Greece,1995,MF,94,92.160003662,42.5,5.448225975,31.854297638,28.480085373,46.722072601,33.041324615,15.975399017,15.012544632,9.543065071,5.571879864,3.351425886,0.619758785,2.596868992,5.515332222,7248,77.777,3.261537396
Advanced Economies,Greece,2000,MF,96,85.032737732,51,4.575619698,27.109628677,25.305740356,52.579311371,36.482048035,15.735439301,14.714858055,9.896319389,5.671346188,3.615967274,0.609005928,2.690244198,5.619383812,7463,78.587,3.014934139
Advanced Economies,Greece,2005,MF,100,98.408668518,90,0.679130375,24.538217545,23.716316223,49.428726196,34.290599823,25.353923798,23.787904739,10.950246811,5.934595108,4.032814980,0.982836604,2.989256382,6.000722408,7507,79.563,3.057778532
Advanced Economies,Greece,2010,MF,100,100,92.250091553,0.738011777,20.554519653,19.945041656,49.126583099,34.259323120,29.562873840,27.796113968,11.358883858,5.936354160,4.275350094,1.147179842,3.113938808,6.105937481,7593,80.542,3.357505658
Advanced Economies,Iceland,1990,F,90,77.172874451,28.899999619,1.176793337,39.881771088,29.918500900,45.227924347,26.451875687,13.713510513,7.700424671,9.433631897,5.630494118,3.374858618,0.428278625,2.568605661,5.583366871,79,78.078,14.224529546
Advanced Economies,Iceland,1995,F,69.689323425,88.4453125,41.900001526,1.080775142,35.197441101,27.278415680,45.851066589,27.289676666,17.870714188,10.068218231,9.974431038,5.697582722,3.718069077,0.558778644,2.711340427,5.828430653,84,78.762,12.636212476
Advanced Economies,Iceland,2000,F,100,86,57,0.973885775,31.722585678,25.101448059,45.668022156,28.349912643,21.635507584,12.578695297,10.445739746,5.742932796,4.018522739,0.684284091,2.842187405,6.013503075,91,79.882,11.722717358
Advanced Economies,Iceland,2005,F,97,90,93,1.611833811,24.534961700,19.245803833,45.911033630,28.574090958,27.944440842,16.274482727,11.105535507,5.744751453,4.476405621,0.884378552,3.036038637,6.245153427,97,81.099,10.156879255
Advanced Economies,Iceland,2010,F,99,90,100,1.670941472,21.025424957,16.633785248,41.580875397,25.536895752,35.724937439,21.261827469,11.784449577,5.875066280,4.769647598,1.139735103,3.249317408,6.508636951,101,81.801,9.688916441
Advanced Economies,Iceland,1990,M,99.989997864,93.402816772,20.809232712,1.640668631,46.190353394,35.834262848,38.489765167,22.287431717,13.679207802,8.376503944,9.035726547,5.590877056,3.003734827,0.441114396,2.468406200,5.425954342,85,78.078,14.224529546
Advanced Economies,Iceland,1995,M,99.989997864,89.327552795,29.445173264,1.731190562,41.697830200,33.331134796,40.845291138,24.352264404,15.725681305,9.425933838,9.448406219,5.645127296,3.300247192,0.503032207,2.572403431,5.616630554,88,78.762,12.636212476
Advanced Economies,Iceland,2000,M,99.989997864,80.091911316,33.326797485,1.855652690,38.316337585,30.887739182,39.848129272,24.963499069,19.979877472,11.644086838,9.890856743,5.665802956,3.592575312,0.632479310,2.688774824,5.816512585,91,79.882,11.722717358
Advanced Economies,Iceland,2005,M,98.956115723,88.043289185,47.733230591,1.861824989,31.393564224,25.134191513,40.722518921,25.106452942,26.024291992,14.854497910,10.565851212,5.700641632,4.047634125,0.817575693,2.876531124,6.086973190,100,81.099,10.156879255
Advanced Economies,Iceland,2010,M,99,90,56.885517120,1.794694304,26.953487396,21.528865814,38.177921295,23.187799454,33.076179504,18.943836212,11.271653175,5.843070984,4.388182163,1.040400386,3.086893797,6.375579357,105,81.801,9.688916441
Advanced Economies,Iceland,1990,MF,99.989997864,85.442382813,24.799999237,1.417216539,43.151462555,32.934898376,41.735588074,24.343719482,13.695731163,7.976120949,9.226425171,5.608469963,3.184517384,0.433437109,2.515929937,5.502314568,164,78.078,14.224529546
Advanced Economies,Iceland,1995,MF,97.019996643,88.894599915,35.599998474,1.413545847,38.523223877,30.326784134,43.289974213,25.832693100,16.773256302,9.665637016,9.704206467,5.669294357,3.506134748,0.528777659,2.639054298,5.721601009,172,78.762,12.636212476
Advanced Economies,Iceland,2000,MF,100,83,45,1.414769292,35.019462585,27.963651657,42.758079529,26.680564880,20.807691574,12.068373680,10.167464256,5.703439713,3.806503534,0.657521248,2.764186621,5.916496277,182,79.882,11.722717358
Advanced Economies,Iceland,2005,MF,98,89,70,1.738732934,28.016485214,22.208837509,43.277271271,26.843212128,26.969745636,15.540465355,10.831713676,5.721580505,4.259928703,0.850204110,2.954033136,6.167335033,197,81.099,10.156879255
Advanced Economies,Iceland,2010,MF,99,90,78,1.734019279,24.047010422,19.112878799,39.846363068,24.378351212,34.374839783,20.092382431,11.524384499,5.858276844,4.576763630,1.089344501,3.165903330,6.443439960,206,81.801,9.688916441
Advanced Economies,Ireland,1990,F,91,82,27.700000763,1.623203158,21.725610733,15.864792824,58.843116760,28.031013489,17.808073044,12.524940491,10.755701065,6.615334511,3.533706188,0.606660247,2.931663752,6.246658325,1065,74.809,10.261833868
Advanced Economies,Ireland,1995,F,91,92.933334351,40,3.288673162,17.368518829,13.250449181,55.506961823,27.756853104,23.835847855,16.914751053,10.995951653,6.521231174,3.659708023,0.815011978,3.002950191,6.328966141,1156,75.642,11.549075388
Advanced Economies,Ireland,2000,F,99.461700439,100,55,3.815393686,13.232581139,10.305912971,55.068305969,29.517486572,27.786136627,19.623321533,11.229442596,6.464450836,3.816803217,0.948189020,3.073891163,6.332087040,1272,76.852,12.763397594
Advanced Economies,Ireland,2005,F,100,100,63,0.552990913,10.807880402,8.505523682,53.314273834,31.494430542,35.324851990,24.913181305,12.032390594,6.697618961,4.130010605,1.204760909,3.330888510,6.459356308,1423,78.822,11.141480584
Advanced Economies,Ireland,2010,F,100,100,73,0.548583150,10.080663681,8.115130424,43.163696289,26.977073669,46.207057953,32.458457947,12.649322510,6.845133305,4.230878830,1.573310494,3.542852640,6.532361507,1507,80.182,10.646914498
Advanced Economies,Ireland,1990,M,91,78.093093872,30.860118866,1.776134849,24.836591721,18.606843948,56.031127930,25.368347168,17.356145859,11.826102257,10.528671265,6.590143204,3.354882717,0.583644986,2.865856171,6.145268917,1091,74.809,10.261833868
Advanced Economies,Ireland,1995,M,91,89.332443237,37.046867371,4.844951153,19.277515411,14.865004539,54.081295013,25.864732742,21.796234131,14.915458679,10.600552559,6.394422531,3.471895456,0.734233856,2.886530399,6.169036388,1164,75.642,11.549075388
Advanced Economies,Ireland,2000,M,99.989997864,99.989997864,45.159713745,4.496991634,16.100889206,12.731369019,55.293533325,28.584011078,24.205484390,16.547346115,10.840199471,6.398695946,3.626446962,0.815056622,2.956540823,6.199748039,1281,76.852,12.763397594
Advanced Economies,Ireland,2005,M,99.989997864,99.989997864,49.181934357,0.714516640,13.166902542,10.498409271,57.458869934,32.059356689,28.659713745,19.570047379,11.561418533,6.670061111,3.926761866,0.964595199,3.177649736,6.368820190,1436,78.822,11.141480584
Advanced Economies,Ireland,2010,M,99.989997864,99.989997864,68.965682983,0.669361711,12.271258354,9.944943428,45.912818909,26.473505020,41.146560669,28.022356033,12.251926422,6.826663971,4.041883469,1.383378386,3.404821873,6.543114662,1520,80.182,10.646914498
Advanced Economies,Ireland,1990,MF,91,80,29.299999237,1.700591087,23.299858093,17.239248276,57.420166016,26.723943710,17.579383850,12.157325745,10.641393661,6.602144718,3.444514990,0.594734371,2.898343563,6.196292400,2156,74.809,10.261833868
Advanced Economies,Ireland,1995,MF,91,91.089111328,38.5,4.069495678,18.326309204,14.056197166,54.791667938,26.850656509,22.812524796,15.880091667,10.797996521,6.457424164,3.566719532,0.773852289,2.944089651,6.249806404,2320,75.642,11.549075388
Advanced Economies,Ireland,2000,MF,100,100,50,4.157393932,14.671792030,11.513176918,55.181320190,29.096940994,25.989498138,18.040538788,11.034222603,6.431127071,3.722493410,0.880600810,3.014464617,6.267596245,2553,76.852,12.763397594
Advanced Economies,Ireland,2005,MF,100,100,56,0.634121001,11.992754936,9.498380661,55.395996094,31.869056702,31.977130890,22.179153442,11.796555519,6.683513165,4.029916763,1.083125591,3.253253460,6.418622017,2859,78.822,11.141480584
Advanced Economies,Ireland,2010,MF,100,100,71,0.609231770,11.180664063,9.030630112,44.544158936,26.765625,43.665943146,30.195846558,12.449727058,6.835747242,4.136744976,1.477235794,3.472840071,6.542760849,3027,80.182,10.646914498
Advanced Economies,Italy,1990,F,92.060607910,73.958335876,29.799999237,5.904880047,33.035888672,28.161870956,54.636054993,22.979568481,6.521431446,3.666740417,8.101356506,4.587818146,3.309774399,0.203763589,2.248213053,4.921767712,19643,76.942,7.177505432
Advanced Economies,Italy,1995,F,98.010002136,81.839996338,44.799999237,4.689456463,25.576354980,21.488437653,61.042705536,28.034994125,8.784853935,5.093679905,8.881387711,4.667997837,3.935819387,0.277570516,2.430601597,5.307147503,19696,78.107,6.999247414
Advanced Economies,Italy,2000,F,100,88.767768860,55,3.157134056,18.853498459,16.388502121,68.298484802,34.457088470,9.686916351,6.108597279,9.642992020,4.780320168,4.546761990,0.315910190,2.622948885,5.610714436,19505,79.554,6.311437286
Advanced Economies,Italy,2005,F,100,96.736434937,74,2.414661169,15.277243614,13.721918106,71.062339783,37.860973358,11.245756149,7.173281193,10.133343697,4.840384007,4.924579620,0.368380576,2.754771233,5.789772987,19155,80.951,5.439551456
Advanced Economies,Italy,2010,F,100,96.853202820,76,1.694673538,10.447490692,9.805406570,73.609123230,40.694114685,14.258874893,9.195871353,10.752506256,4.899722099,5.383689404,0.469094902,2.930727243,6.002406120,18899,81.958,5.310554980
Advanced Economies,Italy,1990,M,92.041908264,66.188529968,31.770948410,3.738939762,28.460273743,25.358173370,60.996383667,23.927585602,6.855652809,4.313035011,8.539736748,4.740097046,3.575943470,0.223696381,2.348962307,5.094944477,19386,76.942,7.177505432
Advanced Economies,Italy,1995,M,98.010002136,81.839996338,38.094547272,2.988420486,20.830839157,18.267351151,67.968933105,28.665548325,8.292946815,5.262967587,9.197448730,4.790548801,4.135781288,0.271118402,2.508650303,5.418434143,19515,78.107,6.999247414
Advanced Economies,Italy,2000,M,99.989997864,91.152046204,43.167900085,2.069076061,14.365102768,12.788333893,74.680465698,34.169342041,8.835410118,5.967910767,9.806409836,4.854629993,4.655714035,0.296066374,2.666164637,5.670239925,19438,79.554,6.311437286
Advanced Economies,Italy,2005,M,99.989997864,94.900527954,54.420402527,1.577087641,10.966407776,10.025431633,77.379867554,37.953289032,10.076637268,6.761387825,10.259572983,4.897621155,5.025191307,0.336760432,2.789764881,5.842855930,19193,80.951,5.439551456
Advanced Economies,Italy,2010,M,99.989997864,94.873367310,52.448020935,1.328252435,7.469369411,7.082536697,79.695526123,40.997806549,11.482324600,7.709020138,10.665859222,4.922690392,5.359342098,0.383826762,2.905443192,5.981371880,19022,81.958,5.310554980
Advanced Economies,Italy,1990,MF,92.051017761,70,30.799999237,4.829786301,30.768198013,26.796453476,57.831836700,23.482872009,6.690507412,3.956506729,8.322513580,4.665233135,3.444339037,0.212940425,2.298487663,5.010424614,39029,76.942,7.177505432
Advanced Economies,Italy,1995,MF,98.010002136,81.839996338,41.400001526,3.842864513,23.214550018,19.904319763,64.489837646,28.374685287,8.540036201,5.147509098,9.039848328,4.729465485,4.036632061,0.273750931,2.469423771,5.362834930,39211,78.107,6.999247414
Advanced Economies,Italy,2000,MF,100,89.984771729,49,2.614041090,16.613162994,14.607709885,71.483985901,34.337226868,9.261895180,6.015357494,9.725693703,4.817815781,4.602332592,0.305544972,2.644731045,5.641214848,38943,79.554,6.311437286
Advanced Economies,Italy,2005,MF,100,95.794708252,64,1.995459557,13.119688988,11.884027481,74.224235535,37.935688019,10.660616875,6.938159943,10.197671890,4.869335651,4.976360798,0.351975501,2.772549152,5.816921711,38348,80.951,5.439551456
Advanced Economies,Italy,2010,MF,100,95.836746216,64,1.510868669,8.953599930,8.443304062,76.662193298,40.892471313,12.866096497,8.429052353,10.711016655,4.911336899,5.373776913,0.425902784,2.918592930,5.993543148,37921,81.958,5.310554980
Advanced Economies,Japan,1990,F,100,98,22.899999619,0.110178530,22.582540512,16.390256882,56.244441986,40.648563385,20.959007263,11.883609772,10.557698250,5.801391125,4.099454880,0.656852365,2.874186993,5.661618710,42958,79.004,15.517725950
